# 地名数据库文件
# 格式: 代码	名称	等级	纬度	经度	别名	上级代码	拼音	区号	邮编
# 等级: 1省 2市 3县 4镇 5村
#
# ==================== 省级行政区 ====================
# 直辖市
4201	武汉市	2	30.5928	114.3055		42	Wuhan	027	430000
4202	黄石市	2	30.2000	115.0387		42	Huangshi	0714	435000
4203	十堰市	2	32.6292	110.7980		42	Shiyan	0719	442000
4205	宜昌市	2	30.6920	111.2865		42	Yichang	0717	443000
4206	襄阳市	2	32.0091	112.1226		42	Xiangyang	0710	441000
4207	鄂州市	2	30.3915	114.8949		42	Ezhou	0711	436000
4208	荆门市	2	31.0354	112.1991		42	Jingmen	0724	448000
4209	孝感市	2	30.9269	113.9169		42	Xiaogan	0712	432000
4210	荆州市	2	30.3352	112.2410		42	Jingzhou	0716	434000
4211	黄冈市	2	30.4535	114.8722		42	Huanggang	0713	438000
4212	咸宁市	2	29.8417	114.3225		42	Xianning	0715	437000
4213	随州市	2	31.6904	113.3826		42	Suizhou	0722	441300

# 山东省下辖市
3701	济南市	2	36.6683	117.0208		37	Jinan	0531	250000
3702	青岛市	2	36.0671	120.3826		37	Qingdao	0532	266000
3703	淄博市	2	36.8131	118.0549		37	Zibo	0533	255000
3704	枣庄市	2	34.8107	117.3237		37	Zaozhuang	0632	277000
3705	东营市	2	37.4341	118.6748		37	Dongying	0546	257000
3706	烟台市	2	37.4638	121.4478		37	Yantai	0535	264000
3707	潍坊市	2	36.7067	119.1619		37	Weifang	0536	261000
3708	济宁市	2	35.4154	116.5874		37	Jining	0537	272000
3709	泰安市	2	36.2003	117.0874		37	Taian	0538	271000
3710	威海市	2	37.5131	122.1202		37	Weihai	0631	264200
3711	日照市	2	35.4164	119.5269		37	Rizhao	0633	276800
3713	临沂市	2	35.1041	118.3564		37	Linyi	0539	276000
3714	德州市	2	37.4355	116.3594		37	Dezhou	0534	253000
3715	聊城市	2	36.4570	115.9856		37	Liaocheng	0635	252000
3716	滨州市	2	37.3815	117.9708		37	Binzhou	0543	256600
3717	菏泽市	2	35.2333	115.4807		37	Heze	0530	274000

# ==================== 县级行政区 ====================
# 北京市朝阳区下辖
110105	朝阳区	3	39.9211	116.4866		1101	Chaoyang	010	100020

# 上海市浦东新区下辖
310115	浦东新区	3	31.2454	121.5677		3101	Pudong	021	200135

# 南京市下辖区县
320102	玄武区	3	32.0480	118.7977		3201	Xuanwu	025	210018
320104	秦淮区	3	32.0100	118.7947		3201	Qinhuai	025	210001
320105	建邺区	3	32.0039	118.7278		3201	Jianye	025	210004
320106	鼓楼区	3	32.0663	118.7697		3201	Gulou	025	210009
320111	浦口区	3	32.0588	118.6283		3201	Pukou	025	211800
320113	栖霞区	3	32.0956	118.9091		3201	Qixia	025	210046
320114	雨花台区	3	31.9912	118.7790		3201	Yuhuatai	025	210012
320115	江宁区	3	31.9533	118.8399		3201	Jiangning	025	211100
320116	六合区	3	32.3217	118.8220		3201	Liuhe	025	211500
320117	溧水区	3	31.6531	119.0287		3201	Lishui	025	211200
320118	高淳区	3	31.3277	118.8918		3201	Gaochun	025	211300

# 杭州市下辖区县
330102	上城区	3	30.2432	120.1694		3301	Shangcheng	0571	310002
330105	拱墅区	3	30.3190	120.1452		3301	Gongshu	0571	310015
330106	西湖区	3	30.2590	120.1300		3301	Xihu	0571	310013
330108	滨江区	3	30.2084	120.2126		3301	Binjiang	0571	310051
330109	萧山区	3	30.1830	120.2647		3301	Xiaoshan	0571	311200
330110	余杭区	3	30.4190	120.2994		3301	Yuhang	0571	311100
330111	富阳区	3	30.0489	119.9603		3301	Fuyang	0571	311400
330112	临安区	3	30.2342	119.7245		3301	Linan	0571	311300
330122	桐庐县	3	29.7926	119.6912		3301	Tonglu	0571	311500
330127	淳安县	3	29.6088	119.0420		3301	Chunan	0571	311700
330182	建德市	3	29.4740	119.2812		3301	Jiande	0571	311600

# 广州市下辖区
440103	荔湾区	3	23.1250	113.2442		4401	Liwan	020	510145
440104	越秀区	3	23.1285	113.2668		4401	Yuexiu	020	510030
440105	海珠区	3	23.0833	113.3175		4401	Haizhu	020	510220
440106	天河区	3	23.1248	113.3610		4401	Tianhe	020	510630
440111	白云区	3	23.1579	113.2731		4401	Baiyun	020	510080
440112	黄埔区	3	23.1062	113.4587		4401	Huangpu	020	510700
440113	番禺区	3	22.9372	113.3842		4401	Panyu	020	511400
440114	花都区	3	23.4038	113.2200		4401	Huadu	020	510800
440115	南沙区	3	22.7945	113.5252		4401	Nansha	020	511458
440117	从化区	3	23.5453	113.5872		4401	Conghua	020	510900
440118	增城区	3	23.2614	113.8113		4401	Zengcheng	020	511300

# 成都市下辖区县
510104	锦江区	3	30.6561	104.0820		5101	Jinjiang	028	610021
510105	青羊区	3	30.6745	104.0615		5101	Qingyang	028	610031
510106	金牛区	3	30.6919	104.0523		5101	Jinniu	028	610036
510107	武侯区	3	30.6420	104.0430		5101	Wuhou	028	610041
510108	成华区	3	30.6598	104.1014		5101	Chenghua	028	610066
510112	龙泉驿区	3	30.5566	104.2747		5101	Longquanyi	028	610100
510113	青白江区	3	30.8603	104.2510		5101	Qingbaijiang	028	610300
510114	新都区	3	30.8233	104.1589		5101	Xindu	028	610500
510115	温江区	3	30.6820	103.8563		5101	Wenjiang	028	611130
510116	双流区	3	30.5744	103.9233		5101	Shuangliu	028	610200
510117	郫都区	3	30.7958	103.9011		5101	Pidu	028	611730
510121	金堂县	3	30.8621	104.4120		5101	Jintang	028	610400
510129	大邑县	3	30.5876	103.5118		5101	Dayi	028	611330
510131	蒲江县	3	30.1967	103.5064		5101	Pujiang	028	611630
510132	新津县	3	30.4103	103.8114		5101	Xinjin	028	611430
510181	都江堰市	3	31.0030	103.6122		5101	Dujiangyan	028	611830
510182	彭州市	3	30.9901	103.9581		5101	Pengzhou	028	611930
510183	邛崃市	3	30.4103	103.4642		5101	Qionglai	028	611530
510184	崇州市	3	30.6301	103.6730		5101	Chongzhou	028	611230
510185	简阳市	3	30.3904	104.5472		5101	Jianyang	028	641400

# ==================== 乡镇级行政区 ====================
# 北京市朝阳区下辖镇
110105001	建外街道	4	39.9086	116.4611		110105	Jianwai	010	100022
110105002	朝外街道	4	39.9303	116.4497		110105	Chaowai	010	100020
110105003	呼家楼街道	4	39.9228	116.4683		110105	Hujialou	010	100026
110105004	三里屯街道	4	39.9322	116.4553		110105	Sanlitun	010	100027
110105005	左家庄街道	4	39.9617	116.4367		110105	Zuojiazhuang	010	100028
110105006	香河园街道	4	39.9650	116.4453		110105	Xiangheyuan	010	100028
110105007	和平街街道	4	39.9667	116.4150		110105	Hepingjie	010	100013
110105008	安贞街道	4	39.9833	116.4083		110105	Anzhen	010	100029
110105009	亚运村街道	4	39.9867	116.4117		110105	Yayuncun	010	100101
110105010	小关街道	4	39.9950	116.4150		110105	Xiaoguan	010	100029

# 南京市玄武区下辖街道
320102001	梅园新村街道	4	32.0411	118.8011		320102	Meiyuanxincun	025	210018
320102002	新街口街道	4	32.0439	118.7872		320102	Xinjiekou	025	210005
320102003	玄武门街道	4	32.0567	118.7833		320102	Xuanwumen	025	210009
320102004	锁金村街道	4	32.0633	118.8150		320102	Suojincun	025	210042
320102005	红山街道	4	32.0817	118.8233		320102	Hongshan	025	210028
320102006	孝陵卫街道	4	32.0317	118.8417		320102	Xiaolingwei	025	210014
320102007	玄武湖街道	4	32.0667	118.8333		320102	Xuanwuhu	025	210042

# 杭州市西湖区下辖街道
330106001	北山街道	4	30.2544	120.1506		330106	Beishan	0571	310007
330106002	西溪街道	4	30.2817	120.0833		330106	Xixi	0571	310012
330106003	灵隐街道	4	30.2517	120.1167		330106	Lingyin	0571	310013
330106004	翠苑街道	4	30.2867	120.1267		330106	Cuiyuan	0571	310012
330106005	文新街道	4	30.2833	120.0833		330106	Wenxin	0571	310012
330106006	古荡街道	4	30.2833	120.1000		330106	Gudang	0571	310013
330106007	转塘街道	4	30.2000	120.0833		330106	Zhuantang	0571	310024
330106008	留下街道	4	30.2333	120.0500		330106	Liuxia	0571	310023
330106009	蒋村街道	4	30.3000	120.0667		330106	Jiangcun	0571	310012
330106010	三墩镇	4	30.3167	120.0833		330106	Sandun	0571	310030
330106011	双浦镇	4	30.1500	120.0833		330106	Shuangpu	0571	310024

# 成都市锦江区下辖街道
510104001	书院街街道	4	30.6561	104.0820		510104	Shuyuanjie	028	610021
510104002	盐市口街道	4	30.6583	104.0750		510104	Yanshikou	028	610016
510104003	春熙路街道	4	30.6567	104.0817		510104	Chunxilu	028	610016
510104004	牛市口街道	4	30.6333	104.1000		510104	Niushikou	028	610066
510104005	成龙路街道	4	30.6167	104.1167		510104	Chenglonglu	028	610066
510104006	柳江街道	4	30.6000	104.0833		510104	Liujiang	028	610066
510104007	沙河街道	4	30.6333	104.1000		510104	Shahe	028	610066
510104008	东湖街道	4	30.6167	104.0667		510104	Donghu	028	610066
510104009	狮子山街道	4	30.6167	104.1167		510104	Shizishan	028	610066
510104010	锦华路街道	4	30.6333	104.0833		510104	Jinhualu	028	610066
510104011	三圣街道	4	30.5833	104.1333		510104	Sansheng	028	610066

# ==================== 村级行政区 ====================
# 北京市朝阳区建外街道下辖社区
110105001001	永安里社区	5	39.9086	116.4567		110105001	Yonganli	010	100022
110105001002	建国里社区	5	39.9083	116.4617		110105001	Jianguoli	010	100022
110105001003	光华里社区	5	39.9100	116.4633		110105001	Guanghuali	010	100022
110105001004	秀水社区	5	39.9117	116.4583		110105001	Xiushui	010	100022
110105001005	北郎家园社区	5	39.9100	116.4650		110105001	Beilangjiayuan	010	100022
110105001006	郎家园社区	5	39.9083	116.4667		110105001	Langjiayuan	010	100022
110105001007	大北家园社区	5	39.9067	116.4683		110105001	Dabeijiayuan	010	100022
110105001008	建国门外大街社区	5	39.9050	116.4617		110105001	Jianguomenwai	010	100022

# 南京市玄武区梅园新村街道下辖社区
320102001001	大行宫社区	5	32.0411	118.8011		320102001	Daxinggong	025	210018
320102001002	梅园新村社区	5	32.0417	118.8017		320102001	Meiyuanxincun	025	210018
320102001003	东南大学社区	5	32.0400	118.7983		320102001	Dongnandaxue	025	210018
320102001004	太平门社区	5	32.0433	118.8033		320102001	Taipingmen	025	210018
320102001005	北京东路社区	5	32.0422	118.8000		320102001	Beijingdonglu	025	210018
320102001006	花红园社区	5	32.0444	118.8028		320102001	Huahongyuan	025	210018

# 杭州市西湖区北山街道下辖社区
330106001001	上保社区	5	30.2544	120.1506		330106001	Shangbao	0571	310007
330106001002	下保社区	5	30.2528	120.1519		330106001	Xiabao	0571	310007
330106001003	沿山河社区	5	30.2556	120.1492		330106001	Yanshanhe	0571	310007
330106001004	友谊社区	5	30.2533	120.1517		330106001	Youyi	0571	310007
330106001005	宝石山社区	5	30.2567	120.1483		330106001	Baoshishan	0571	310007
330106001006	曲院社区	5	30.2583	120.1467		330106001	Quyuan	0571	310007
330106001007	金祝社区	5	30.2517	120.1533		330106001	Jinzhu	0571	310007

# 成都市锦江区书院街街道下辖社区
510104001001	福字街社区	5	30.6561	104.0820		510104001	Fuzijie	028	610021
510104001002	华兴街社区	5	30.6578	104.0806		510104001	Huaxingjie	028	610021
510104001003	庆云社区	5	30.6544	104.0833		510104001	Qingyun	028	610021
510104001004	总府路社区	5	30.6583	104.0783		510104001	Zongfulu	028	610021
510104001005	岳府街社区	5	30.6556	104.0817		510104001	Yuefujie	028	610021
510104001006	东较场社区	5	30.6533	104.0844		510104001	Dongjiaochang	028	610021
